ID,feature1,feature2,labels
2278,6.08,14.94,4
2279,0.33,-0.14,0
2280,1.81,7.31,1
2281,0,0,0
2282,7.64,6.41,3
2283,2.81,4.94,3
2284,0,0,0
2285,5.49,15.44,4
2286,9.93,5.54,2
2287,0,0,0
2288,4.39,12.29,3
2289,5.06,14.93,4
2290,9.91,7.17,2
2291,2.68,3.08,1
2292,2.03,5.23,1
2293,6.32,4.81,3
2294,4.79,14.26,4
2295,9.43,1.74,3
2296,1.15,0.36,0
2297,2.45,3.64,1
2298,1.71,1.05,0
2299,4.89,14.56,4
2300,6.68,14.84,4
2301,9.47,2.54,2
2302,3.67,15.94,4
2303,6.97,8.73,3
2304,1.77,-0.65,0
2305,9,6.09,3
2306,3.97,14.72,4
2307,10.05,4.29,2
2308,2.43,5.17,1
2309,7.58,6.07,3
2310,-0.75,0.16,0
2311,2.4,4.21,1
2312,9.9,1.36,2
2313,2.45,3.29,1
2314,9.41,4.3,2
2315,2.01,1.49,0
2316,5.01,15.06,4
2317,6.61,5.22,3
2318,0,0,0
2319,3.85,14.83,4
2320,6.08,3.25,3
2321,9.84,2.48,2
2322,9.6,2.77,2
2323,9.57,3.6,2
2324,0.66,-0.38,0
2325,10.02,1.29,2
2326,0.71,5.05,1
2327,5.23,6.84,3
2328,1.09,6.93,3
2329,4.13,14.48,4
2330,2.02,5.89,1
2331,1.61,0.08,0
2332,9.74,3.06,2
2333,11.04,1.82,2
2334,0.51,-0.25,0
2335,0.56,1,0
2336,6.12,5.28,3
2337,4.61,14.78,4
2338,0,0,0
2339,0.86,-0.86,0
2340,0.76,0.01,0
2341,5.78,15.8,4
2342,7.25,5.35,3
2343,0.79,5.16,1
2344,3.02,-0.11,0
2345,0.41,0.04,0
2346,1.12,0.77,0
2347,7.08,4.23,3
2348,4.94,14.47,4
2349,2.07,5.53,1
2350,7.99,7.92,3
2351,0.58,-0.17,0
2352,2,3.35,1
2353,10.11,9.43,3
2354,0,0,0
2355,6.38,14.31,4
2356,10.18,3.16,2
2357,10.19,5.11,2
2358,9.83,1.41,2
2359,10.24,2.83,2
2360,9.33,3.32,2
2361,1.51,-0.11,0
2362,0,0.09,0
2363,1.44,-0.33,0
2364,7.11,3.3,3
2365,5.12,14.03,4
2366,5.92,5.78,3
2367,0,0,0
2368,2.73,2.33,1
2369,9.55,1.3,2
2370,7.04,10.12,3
2371,2.65,4.95,1
2372,9.22,5.61,3
2373,9.99,1.72,2
2374,4.5,14.18,4
2375,0,0,0
2376,10.33,3.4,2
2377,1.75,3.76,1
2378,1.72,0.6,0
2379,0.33,-0.26,0
2380,1.74,2.83,1
2381,3.04,6.95,1
2382,3.81,15.29,4
2383,10.32,3.52,2
2384,10.63,4.04,2
2385,-0.7,1.18,0
2386,5.42,14.64,4
2387,10.47,3.48,2
2388,8.17,8.52,3
2389,0,0,0
2390,10.08,4.2,2
2391,1.9,1.99,1
2392,10.06,2.99,2
2393,10.23,1.42,2
2394,0,0,0
2395,0.38,-0.02,0
2396,4.88,14.83,4
2397,1.36,2.06,1
2398,10.07,4.94,2
2399,4.81,14.44,4
2400,10.43,2.67,2
2401,4.55,15.18,4
2402,5.19,15.05,4
2403,1.96,6.4,1
2404,4.49,14.88,4
2405,2.17,2.59,1
2406,0,0,0
2407,0.24,0.18,0
2408,5.06,15.53,4
2409,2.43,-2.1,0
2410,1.79,6.01,1
2411,9.88,5.38,2
2412,0,0,0
2413,1.36,2.12,0
2414,10.2,-0.23,2
2415,10.14,1.68,2
2416,4.23,15.45,4
2417,9.46,4.87,2
2418,1.21,6.9,1
2419,0,0,0
2420,5,15.12,4
2421,2.28,0.12,0
2422,0,0,0
2423,10.62,3.7,2
2424,10.32,3.56,2
2425,4.68,14.43,4
2426,9.6,7.5,3
2427,6.16,15.5,4
2428,1.67,8.74,1
2429,10.8,4.7,2
2430,4.97,14.92,4
2431,10.21,4.36,2
2432,0.56,-0.08,0
2433,9.75,3.93,2
2434,5.7,15.42,4
2435,0.37,0.4,0
2436,10.07,1.75,2
2437,3.66,14.58,4
2438,1.01,0.69,0
2439,2.21,5.16,1
2440,2.46,5.86,1
2441,9.98,4.93,2
2442,10.26,4.18,2
2443,10.01,2.92,2
2444,4.1,15.54,4
2445,7.47,6.61,3
2446,5.87,15.31,4
2447,1.12,4.55,1
2448,9.96,6.12,2
2449,10.37,4.19,2
2450,5.41,7.63,3
2451,0,0,0
2452,5.06,15.17,4
2453,1.24,8.55,1
2454,9.83,3.75,2
2455,9.78,2.26,2
2456,1.44,-0.32,0
2457,1.79,6.32,1
2458,4.74,16.38,4
2459,10.02,6.94,3
2460,4.79,15.15,4
2461,2.02,2.09,1
2462,10.25,3.33,2
2463,3.67,14.48,4
2464,0,0,0
2465,0,0,0
2466,4.21,15.65,4
2467,10.42,1.43,2
2468,10.67,1.49,2
2469,3.47,15.07,4
2470,0,0,0
2471,0,0,0
2472,3.45,16.24,4
2473,4.09,14.47,4
2474,1.78,4.44,1
2475,10.15,2.33,2
2476,3.89,14.27,4
2477,10.37,3.54,2
2478,1.58,5.4,1
2479,9.57,2.45,2
2480,3.09,15.93,4
2481,1.05,0.23,0
2482,0,0,0
2483,2.42,8.74,1
2484,6.99,6.46,3
2485,2.91,5.6,1
2486,9.79,2.47,2
2487,10.55,2.59,2
2488,5.27,6.9,3
2489,3.6,15.85,4
2490,4.9,4.65,3
2491,0,0,0
2492,6.31,15.13,4
2493,1.06,-0.01,0
2494,9.56,1.27,2
2495,9.51,4.28,2
2496,6.12,6.78,3
2497,0.01,0,0
2498,2.18,5.92,1
2499,10.12,3.78,2
2500,9.82,2.28,2
2501,4.65,15.46,4
2502,9.67,1.26,2
2503,2.52,0.97,0
2504,6.51,8.01,3
2505,4.44,13.93,4
2506,10.28,2.81,2
2507,4.08,6.94,3
2508,0.89,0.09,0
2509,1.61,3.15,1
2510,10.11,5.84,2
2511,0.98,-0.53,0
2512,0,0,0
2513,9.44,1.84,2
2514,0,0,0
2515,7.43,10.66,3
2516,1.04,-0.68,0
2517,5.55,14.44,4
2518,8.48,6.61,3
2519,1.78,3.65,1
2520,9.76,1.83,2
2521,10.46,3.59,2
2522,5.35,15.46,4
2523,2.24,6.75,1
2524,2.53,7.14,3
2525,1.13,-0.35,0
2526,9.54,3.79,2
2527,9.73,5.84,3
2528,2.08,5.55,1
2529,5.36,6.67,3
2530,2.1,5.79,1
2531,0.45,-0.66,0
2532,2.02,6.95,1
2533,10.19,4.21,2
2534,1.85,4.54,1
2535,4.77,14.5,4
2536,9.55,2.05,2
2537,-0.05,1.52,0
2538,2.58,3.52,1
2539,0.27,-0.2,0
2540,2.54,6.82,1
2541,2.15,5.74,1
2542,4.52,14.75,4
2543,8.92,3.8,3
2544,5.16,15.48,4
2545,0,0,0
2546,1.65,3.88,1
2547,1.3,-0.3,0
2548,2.08,15.14,4
2549,0.05,0.5,0
2550,5.61,15.45,4
2551,10.36,3.49,2
2552,2.32,0.02,0
2553,6.49,9.35,3
2554,0,0,0
2555,0.29,-0.66,0
2556,10.93,6.73,3
2557,1.67,5.27,1
2558,1.24,5.25,1
2559,8.9,11.73,3
2560,-0.03,-0.26,0
2561,10.1,6.26,2
2562,0,0,0
2563,8.96,4.02,2
2564,2.67,5.66,1
2565,5.78,6.31,3
2566,7.63,6.98,3
2567,10.03,0.26,2
2568,4.03,14.61,4
2569,10.16,1.89,2
2570,10.26,1.16,2
2571,2.42,2.53,1
2572,0.32,-1.2,0
2573,0,0,0
2574,0,0,0
2575,0.82,-0.4,0
2576,6.65,15.17,4
2577,4.5,14.7,4
2578,4.3,14.41,4
2579,1.44,0.39,0
2580,5.63,13.51,4
2581,0,0,0
2582,9.96,7.55,3
2583,3.7,14.82,4
2584,0,0,0
2585,2.43,-0.22,0
2586,4.62,14.71,4
2587,2.71,5.53,1
2588,10.11,4.93,3
2589,3.69,13.64,4
2590,4.09,15.19,4
2591,2.87,8.1,3
2592,9.79,4.42,2
2593,0,0,0
2594,1.41,6.34,1
2595,9.89,4.35,2
2596,2.14,5.05,1
2597,2.19,3.22,1
2598,0.95,6.68,1
2599,0,0,0
2600,10.29,4.64,2
2601,5.13,15.39,4
2602,9.62,4.29,2
2603,1.17,0.02,0
2604,2.85,5.09,1
2605,4.64,14.3,4
2606,8.18,10.31,3
2607,2.47,6.77,1
2608,1.49,0.84,0
2609,5.01,15.4,4
2610,2.19,6.7,1
2611,2.32,5.72,1
2612,9.49,1.55,2
2613,9.59,5.57,3
2614,1.26,0.12,0
2615,10.02,3.74,2
2616,-0.42,1.12,0
2617,9.72,-0.76,2
2618,0,0,0
2619,9.79,5.01,2
2620,9.73,3.66,2
2621,10.98,7.55,3
2622,1.01,0.82,0
2623,1.91,0.41,0
2624,10.35,0.74,2
2625,1.19,1.39,0
2626,5.51,14.76,4
2627,3.04,14.44,4
2628,0.73,-1.26,0
2629,0,0,0
2630,5.47,15.25,4
2631,1.86,1.53,0
2632,9.77,2.72,2
2633,6.78,14.73,4
2634,1.45,0.3,0
2635,0,0,0
2636,10.53,2.8,2
2637,6.18,14.93,4
2638,-0.17,-0.85,0
2639,-0.68,-0.62,0
2640,2.72,0.64,0
2641,2.66,-0.12,0
2642,9.81,2.88,2
2643,1.13,0.33,0
2644,4.6,16.23,4
2645,4.39,9.52,3
2646,2.6,3.68,1
2647,0.25,-0.21,0
2648,9.5,4.17,2
2649,4.5,15.17,4
2650,5.12,14.8,4
2651,7.14,6.61,3
2652,1.64,2.37,1
2653,10.26,3.68,2
2654,0.56,-0.3,0
2655,9.31,7.19,3
2656,5.82,15.61,4
2657,10.46,1.53,2
2658,7.3,10.56,3
2659,2.1,3.88,1
2660,5.36,15.29,4
2661,1.55,4.22,1
2662,9.57,4.07,2
2663,6.28,5.93,3
2664,10.24,5.29,2
2665,4.29,14.5,4
2666,2.3,-0.47,0
2667,10.12,0.44,2
2668,9.96,3.48,2
2669,1.73,5.94,1
2670,10.07,3.15,2
2671,0.89,0.01,0
2672,10.09,3.92,2
2673,10.45,2.67,2
2674,0,0,0
2675,3.62,-0.03,0
2676,10.31,2.76,2
2677,7.98,5.57,3
2678,1.81,5.38,1
2679,1.16,0.03,0
2680,5.52,15.29,4
2681,6.75,8.89,3
2682,9.83,3.05,2
2683,1.71,2.12,1
2684,2.92,8.43,3
2685,4.93,15,4
2686,0.58,-0.45,0
2687,10.85,6.67,2
2688,4.63,15.78,4
2689,5.88,14.73,4
2690,2.09,6.74,1
2691,1.45,-0.01,0
2692,2.04,-1.21,0
2693,10.1,1.41,2
2694,2.32,2.21,1
2695,6.46,5.27,3
2696,7.83,5.36,3
2697,1.58,-0.55,0
2698,2.43,8.97,1
2699,0.76,1.99,1
2700,9.66,3.28,2
2701,1.77,4.07,1
2702,0,0,0
2703,0.32,-0.81,0
2704,6.38,15.84,4
2705,9.64,4.98,2
2706,6.04,15.64,4
2707,2.3,-0.65,0
2708,9.83,3.19,2
2709,6.59,15.4,4
2710,10.73,5.44,2
2711,5.14,14.66,4
2712,4.5,15.87,4
2713,2.15,1.21,1
2714,10.15,3.79,2
2715,0,0,0
2716,0,0,0
2717,0,0,0
2718,1.79,0.14,0
2719,5.07,14.61,4
2720,2.21,6.35,1
2721,-0.56,1.1,0
2722,1.64,0.34,0
2723,0,0,0
2724,5.62,15.29,4
2725,5.57,14.93,4
2726,0.68,0.13,0
2727,6.92,8.73,3
2728,1.25,-0.28,0
2729,8.31,11.29,3
2730,10.16,3.03,2
2731,3.85,15.29,4
2732,5.04,8.89,3
2733,0,0,0
2734,1.97,0.9,0
2735,10,0.12,2
2736,1.77,5.71,1
2737,6.07,4.77,3
2738,5.64,14.62,4
2739,-0.24,-0.1,0
2740,9.85,1.85,2
2741,10.25,3.1,2
2742,9.87,3.8,2
2743,0.96,-0.41,0
2744,2.22,-0.9,0
2745,2.07,4.93,1
2746,10.2,2.38,2
2747,5.99,5.16,3
2748,1.91,0.83,0
2749,1.23,4.92,1
2750,7.02,4.75,3
2751,9.4,3.87,2
2752,0.55,-1.19,0
2753,2.29,5.61,1
2754,10.15,4.95,2
2755,5.9,15.15,4
2756,9.77,1.5,2
2757,10.35,0.35,2
2758,1.46,6.13,1
2759,9.66,0.61,2
2760,9.73,5.73,3
2761,5,15.14,4
2762,2.04,1.6,0
2763,5.69,15.61,4
2764,7.08,5.91,3
2765,9.69,-0.23,2
2766,5.07,15.53,4
2767,10.14,4.66,2
2768,4.96,15.18,4
2769,4.92,14.18,4
2770,10.4,3.76,2
2771,5.14,14.68,4
2772,10.9,9.71,3
2773,1.28,0.44,0
2774,2.95,0.36,0
2775,4.12,14.53,4
2776,9.89,2.54,2
2777,9.66,2.21,2
2778,3.71,14.9,4
2779,-0.11,-0.95,0
2780,0,0,0
2781,9.87,1.04,2
2782,9.74,4.2,2
2783,0.83,0.5,0
2784,5.72,15.42,4
2785,4.47,14.37,4
2786,9.86,5.31,2
2787,10.65,3.74,2
2788,0.6,-1.36,0
2789,9.83,3.73,2
2790,0,0,0
2791,6.44,7.65,3
2792,1.67,3.35,1
2793,9.67,8.83,3
2794,5.29,15.05,4
2795,9.74,5.23,2
2796,10.45,4.2,2
2797,0,0,0
2798,1.72,-0.72,0
2799,4.2,14.71,4
2800,3.63,8.88,3
2801,7.58,7.73,3
2802,10.23,0.32,2
2803,6.05,15.91,4
2804,4.78,14.78,4
2805,1.35,-0.24,0
2806,2.14,5.87,1
2807,0.99,1.21,0
2808,1.81,3.28,1
2809,0,0,0
2810,9.67,2.39,2
2811,9.54,2.52,2
2812,2.47,3.8,1
2813,2.9,7.2,3
2814,5.14,14.03,4
2815,10.12,-0.5,2
2816,1.83,4.38,1
2817,0,0,0
2818,9.72,5.28,2
2819,5.26,5.87,3
2820,3.99,14.91,4
2821,6.58,9.09,3
2822,3.15,0.77,0
2823,10.36,3.6,2
2824,0.62,0.52,0
2825,2.14,0.24,0
2826,9.8,3.02,2
2827,9.65,4.15,2
2828,4.7,6.23,3
2829,2.72,6.81,1
2830,8.04,9.95,3
2831,10.3,3.78,2
2832,1.13,6.45,1
2833,-0.11,-0.12,0
2834,4.99,14.8,4
2835,0,0,0
2836,7.3,4.4,3
2837,6.98,15.05,4
2838,4.68,10.03,3
2839,6.24,9.25,3
2840,0,0,0
2841,1.62,3.64,1
2842,10.07,3.61,2
2843,9.78,1.39,2
2844,10.54,3.22,2
2845,0.69,0.38,0
2846,6.01,16.17,4
2847,0,0,0
2848,9.74,3.75,3
2849,0,0,0
2850,1.84,-0.67,0
2851,2.48,0.42,0
2852,10.83,2.15,2
2853,2.36,3.87,1
2854,3.9,15.3,4
2855,1.5,6.17,1
2856,9.83,2.47,2
2857,10.35,0.56,2
2858,9.38,5.24,2
2859,9.9,1.59,2
2860,6.99,8.33,3
2861,9.21,1.13,2
2862,1.5,7.51,1
2863,3.5,15.18,4
2864,10.16,4.95,2
2865,9.53,4.4,2
2866,2.04,6.7,1
2867,5.3,14.62,4
2868,9.24,8.03,3
2869,5.65,14.46,4
2870,10.12,2.75,2
2871,9.93,3.83,2
2872,0.79,0.01,0
2873,10.13,2.47,2
2874,5.33,14.95,4
2875,9.53,3.51,2
2876,4.5,14.63,4
2877,10.2,2.83,2
2878,0,0,0
2879,10.18,2.22,2
2880,4.23,14.37,4
2881,3.95,15.77,4
2882,4,15.1,4
2883,1.76,3.55,1
2884,9.9,3.63,2
2885,2.22,5.31,1
2886,4.74,14.81,4
2887,4.05,15.07,4
2888,10.07,-0.88,2
2889,5.22,5.38,3
2890,10.03,1.33,2
2891,2.93,3.99,1
2892,10.01,3.72,2
2893,10.35,5.79,2
2894,1.7,5.35,1
2895,9.37,3.2,2
2896,10.46,2.75,2
2897,9.76,3.3,2
2898,10.44,3.4,2
2899,10.16,3.06,2
2900,6.83,4.74,3
2901,4.67,15.84,4
2902,9.33,5.5,2
2903,3.09,5.44,3
2904,2.8,5.17,1
2905,6.99,6.86,3
2906,2.05,4.21,1
2907,3.99,6.72,3
2908,2.54,4.98,3
2909,9.54,0.06,2
2910,1.89,16.44,4
2911,7.32,4.2,3
2912,1.25,0.54,0
2913,1.64,4.25,1
2914,2.31,-0.53,0
2915,10.16,2.06,2
2916,1.08,-1,0
2917,1.76,6.01,1
2918,10.13,2.25,2
2919,1.75,5.02,1
2920,0,0,0
2921,3.51,15.28,4
2922,10.69,4.88,3
2923,0.93,-1.22,0
2924,10.03,3.55,2
2925,5,14.77,4
2926,10.29,5.08,2
2927,9.9,0.92,2
2928,4.08,14.65,4
2929,10.04,2.95,2
2930,10.35,2.79,2
2931,1.93,0.36,0
2932,6.02,15.2,4
2933,9.93,2.05,2
2934,2.33,5.87,1
2935,1.01,3.38,1
2936,2.45,9.64,3
2937,6.58,14.58,4
2938,2.46,0.18,0
2939,6.76,5.28,3
2940,9.78,2.04,2
2941,10.37,1.83,2
2942,10.02,1.67,2
2943,2.02,-0.8,0
2944,1.91,1.13,0
2945,1.64,4.68,1
2946,0,0,0
2947,1.83,4.97,1
2948,0,0,0
2949,0.52,0.37,0
2950,0,0,0
2951,9.98,0.18,2
2952,10.14,-0.41,2
2953,3.76,15.01,4
2954,10.3,2.22,2
2955,4.88,10.43,3
2956,3.82,14.94,4
2957,-1.6,-0.24,0
2958,-0.13,0.35,0
2959,7.49,7.55,3
2960,0,0,0
2961,6.59,16,4
2962,1.61,1.02,0
2963,0,0,0
2964,6.27,5.92,3
2965,4.65,14.65,4
2966,10.48,1.88,2
2967,2.11,0.13,0
2968,4.36,6.24,3
2969,9.92,2.32,2
2970,0,0,0
2971,4.8,14.82,4
2972,6.91,15.96,4
2973,0,0,0
2974,10.45,1.45,2
2975,10.38,-0.56,2
2976,3.8,14.35,4
2977,2.87,7.64,1
2978,10.38,1.06,2
2979,2.06,6.18,1
2980,9.82,2.73,2
2981,0.28,0.71,0
2982,2.2,1.02,0
2983,4.58,14.55,4
2984,1.36,4.09,1
2985,0,0,0
2986,10.32,2.66,2
2987,0,0,0
2988,10.13,-0.12,2
2989,7.58,7.1,3
2990,1.99,4.09,1
2991,4.79,7.4,3
2992,2.55,-0.2,0
2993,10.42,4.98,2
2994,5.4,15.09,4
2995,10.13,1.61,2
2996,4.21,14.37,4
2997,3.77,14.61,4
2998,10.44,3.82,2
2999,2.3,8.1,1
3000,2.45,4.12,1
3001,1.61,3.2,1
3002,1.72,3.39,1
3003,1.45,6.15,1
3004,0,0,0
3005,1.78,0.33,0
3006,7.64,8.61,3
3007,5.46,14.57,4
3008,9.82,5.16,2
3009,4.9,14.87,4
3010,9.64,5.47,2
3011,10.57,2.7,2
3012,5.63,16.06,4
3013,1.9,4.88,1
3014,0,0,0
3015,0,0,0
3016,2.1,15.02,4
3017,0,0,0
3018,9.98,3.35,2
3019,6.34,7.24,3
3020,10.47,3.21,2
3021,10.18,6.03,2
3022,6.67,5.68,3
3023,4.59,15.16,4
3024,2.2,4.66,1
3025,10.58,2.36,2
3026,1.66,5.2,1
3027,6.53,14.75,4
3028,4.49,15.53,4
3029,2.13,4.28,1
3030,1.22,-0.11,0
3031,5.48,15.12,4
3032,0,0,0
3033,10,8.54,2
3034,6.66,15.34,4
3035,5.13,15.2,4
3036,4.64,14.5,4
3037,2.38,4.79,1
3038,0.78,0.54,0
3039,10.26,4.9,3
3040,1.99,4.29,1
3041,2.05,5.15,1
3042,1.75,4.93,1
3043,-0.75,1.17,0
3044,10.04,2.92,2
3045,8.4,5.34,3
3046,9.57,1.89,2
3047,6.05,11.59,3
3048,10.16,4.68,2
3049,1.47,-0.34,0
3050,0,0,0
3051,1.27,0.48,0
3052,-0.13,-0.04,0
3053,0,0,0
3054,0.22,-0.23,0
3055,10.43,2.32,2
3056,5.9,4.94,3
3057,1.49,-0.33,0
3058,0.3,0.92,0
3059,9.81,3.02,2
3060,10.29,2.39,2
3061,4.41,14.83,4
3062,10.31,2.83,2
3063,4,15.04,4
3064,9.16,1.41,3
3065,9.68,2.58,2
3066,0,0,0
3067,1.31,-0.26,0
3068,1.16,-0.3,0
3069,2.31,5.55,1
3070,2.16,3.63,1
3071,9.85,3.74,2
3072,5.01,6.53,3
3073,6.54,9.31,3
3074,7.07,7.26,3
3075,10.25,3.71,2
3076,0,0,0
3077,0,0,0
3078,9.55,4.14,2
3079,8.02,8.18,3
3080,7.91,6,3
3081,5.55,14.63,4
3082,9.85,2.39,2
3083,2.48,0.4,0
3084,4.04,15.08,4
3085,7.19,5.19,3
3086,2.16,4.33,1
3087,5.73,14.76,4
3088,4.16,15.37,4
3089,0,0,0
3090,1.78,-1.81,0
3091,5.18,15.02,4
3092,-0.53,1.1,0
3093,9.42,3.8,2
3094,9.87,1.52,2
3095,1.4,4.63,1
3096,9.98,5.17,3
3097,5.58,14.74,4
3098,10.1,4.31,2
3099,2.04,5.23,1
3100,5.07,7.92,3
3101,1.12,-0.35,0
3102,5.16,15.31,4
3103,1.24,-0.44,0
3104,10.56,7.05,3
3105,6.18,8.55,3
3106,5.75,10.95,3
3107,9.57,3.85,2
3108,2.12,5.4,1
3109,7.12,5.14,3
3110,4.36,14.67,4
3111,5.31,14.59,4
3112,5.99,9.47,3
3113,2.37,5.75,1
3114,0.38,0.17,0
3115,5.36,15.42,4
3116,10.22,7.64,3
3117,10.03,0.76,2
3118,7.22,10.37,3
3119,0.97,-1.2,0
3120,0.87,0.85,0
3121,5.57,15.29,4
3122,10.21,3.61,2
3123,2.32,-1.01,0
3124,1.21,5.3,1
3125,3.97,14.74,4
3126,2.82,3.87,1
3127,2.88,14.77,4
3128,0.54,0.11,0
3129,1.38,-0.26,0
3130,9.82,1.17,2
3131,5.2,14.39,4
3132,4.8,14.53,4
3133,9.91,3.5,2
3134,10.41,0.98,2
3135,0.53,0.27,0
3136,0,0,0
3137,10.39,2.98,2
3138,5.05,14.89,4
3139,4.81,5.09,3
3140,0,0,0
3141,5.44,2.5,3
3142,1.34,4.52,1
3143,6.12,15.35,4
3144,2.39,14.47,4
3145,3.93,15.28,4
3146,10.14,2.04,2
3147,5.27,9.55,3
3148,9.64,-0.03,2
3149,1.76,1.81,0
3150,0,0,0
3151,5.15,15,4
3152,2.71,6.21,1
3153,10.19,3.64,2
3154,2.2,0.34,0
3155,10.06,2.54,2
3156,0,0,0
3157,9.52,4.2,2
3158,0.19,0.03,0
3159,9.71,2.85,2
3160,7.96,14.86,4
3161,0.4,0.64,0
3162,9.9,3.93,3
3163,8.34,7.07,3
3164,14.79,8.74,3
3165,1.55,-0.56,0
3166,5.49,8.24,3
3167,5.08,14.89,4
3168,3.98,5.09,3
3169,7.65,7.94,3
3170,5.98,14.54,4
3171,0,0,0
3172,1.96,5.49,1
3173,0.63,-0.9,0
3174,2.46,6.08,1
3175,5.23,15.18,4
3176,4.65,15.45,4
3177,7.46,5.93,3
3178,3.4,15.81,4
3179,8.41,5.2,3
3180,9.88,1.55,2
3181,9.99,7.02,3
3182,6.2,15.42,4
3183,5.29,14.38,4
3184,1.91,3.84,1
3185,0,0,0
3186,0,0,0
3187,10.4,3.23,2
3188,2.21,5.41,1
3189,0,0,0
3190,3.84,15.25,4
3191,6.31,9.52,3
3192,-0.99,-0.3,0
3193,6.06,4.3,3
3194,6.35,11.05,3
3195,1.18,3.28,1
3196,2.38,7.17,1
3197,10.23,1.07,2
3198,1.8,5.95,1
3199,10.65,3.38,2
3200,2.15,4.35,1
3201,7.55,15.06,4
3202,1.7,6.36,1
3203,7.09,4.78,3
3204,10.08,6.63,2
3205,2.19,4.12,1
3206,6.3,10.69,3
3207,1.46,-0.19,0
3208,10.28,-1.37,2
3209,6.35,9.09,3
3210,0,0,0
3211,10.04,3.6,2
3212,1.46,5.43,1
3213,6.94,3.3,3
3214,2.2,-0.01,0
3215,9.93,2.61,2
3216,10.06,4.04,2
3217,0,0,0
3218,5.53,8.9,3
3219,9.5,3.25,2
3220,9.65,2.8,2
3221,5.16,5.38,3
3222,4.36,14.31,4
3223,-0.1,0.28,0
3224,1.53,-0.27,0
3225,9.97,4.68,2
3226,10.37,8.23,3
3227,10,2.92,2
3228,8.62,3.81,3
3229,1.89,0.9,0
3230,5.65,15.23,4
3231,4.43,14.51,4
3232,9.85,2.84,2
3233,9.66,1.96,2
3234,10.12,3.43,2
3235,9.95,2.73,2
3236,2.97,14.52,4
3237,2.04,2.09,1
3238,10.21,4.92,2
3239,1.89,-0.69,0
3240,7.33,15.11,4
3241,0.96,0.9,0
3242,1.46,-0.8,0
3243,10.23,1.81,2
3244,0,0,0
3245,2.05,-0.63,0
3246,0,0,0
3247,9.55,4,2
3248,10.07,4.83,2
3249,5.72,12.75,3
3250,4.05,14.84,4
3251,5.45,14.37,4
3252,5.51,14.32,4
3253,10.21,2.28,2
3254,1.89,6.56,1
3255,10.17,5.6,2
3256,10.36,1.36,2
3257,4.92,4.7,3
3258,6.48,5.79,3
3259,10.3,4.19,2
3260,4.14,14.5,4
3261,6.29,15.26,4
3262,2.45,5.37,1
3263,0.26,0.55,0
3264,6.43,5.43,3
3265,9.99,4.63,2
3266,0.91,0.48,0
3267,5.82,14.37,4
3268,9.86,3.93,2
3269,-0.24,0.14,0
3270,9.53,3.55,2
3271,2.09,3.34,1
3272,10.02,3.77,2
3273,-1.83,0.36,0
3274,0,0,0
3275,0,0,0
3276,2.17,5.92,1
3277,10.07,1.22,2
3278,4.11,14.93,4
3279,4.28,14.84,4
3280,10,6.4,2
3281,1.07,-0.03,0
3282,0.68,-1.69,0
3283,10.21,2.3,2
3284,9.94,2.3,2
3285,4.33,14.86,4
3286,6.02,15.09,4
3287,0,0,0
3288,1.97,5.16,1
3289,10.38,4.41,2
3290,9.34,2.64,2
3291,6.51,5.2,3
3292,0,0,0
3293,9.72,1.41,2
3294,10.4,3.83,2
3295,9.46,2.96,2
3296,8.04,5.06,3
3297,7.71,10.17,3
3298,6.41,15.45,4
3299,9.67,2.45,2
3300,1.98,5.3,1
3301,6.95,15.89,4
3302,7,5.46,3
3303,0,0,0
3304,6.01,15.22,4
3305,10.5,1.52,2
3306,9.85,3.1,2
3307,-0.1,1.01,0
3308,9.29,11.5,3
3309,10.18,1.8,2
3310,0,0,0
3311,1.64,1.11,1
3312,10.27,4.08,2
3313,0.83,-0.05,0
3314,0,0,0
3315,1.93,1.53,1
3316,9.84,6.06,2
3317,9.51,4.46,2
3318,5.98,14.08,4
3319,1.07,0.23,0
3320,10.07,5.25,2
3321,0,0,0
3322,8.66,8.73,3
3323,0,0,0
3324,10.48,1.52,2
3325,5.15,14.18,4
3326,2.09,5.87,1
3327,0.66,-0.27,0
3328,6.34,15.67,4
3329,5.72,14.83,4
3330,6.44,6.52,3
3331,0.17,0.03,0
3332,6.81,8.69,3
3333,4.73,14.39,4
3334,10.29,1.9,2
3335,6.74,8.65,3
3336,4.91,15.38,4
3337,9.75,3.23,2
3338,5.49,14.88,4
3339,0,0,0
3340,2.76,3.56,1
3341,9.84,5.57,2
3342,6.89,4.44,3
3343,2.29,0.09,0
3344,6.59,9.53,3
3345,1.1,0.13,0
3346,10.25,2.41,2
3347,9.74,3.76,2
3348,9.51,3.43,3
3349,2.17,5.21,1
3350,5.7,15.33,4
3351,9.93,8.25,3
3352,0,0,0
3353,2.76,3.11,1
3354,10.12,1.97,2
3355,1.32,6.73,1
3356,6.29,7.74,3
3357,1.54,4.63,1
3358,2.14,3.81,1
3359,10.06,0.75,2
3360,4.49,14.7,4
3361,9.91,3.92,2
3362,5.39,5.31,3
3363,7.05,6.82,3
3364,10.27,4.32,2
3365,1.46,6.49,1
3366,10,4.12,2
3367,4.01,14.22,4
3368,5.72,5.84,3
3369,9.73,5.04,2
3370,7.98,6.66,3
3371,9.43,1.49,2
3372,4,13.95,4
3373,7.15,10.43,3
3374,0,0,0
3375,7.28,8.6,3
3376,9.97,3.36,2
3377,6.33,9.79,3
